,depth,T2_E_10,T2_err_E_10,T2_E_50,T2_err_E_50,T2_E_5,T2_err_E_5
0,1.9082893084895542,286.35463597077313,15.910177875655986,0.29579990170789516,0.0024371377406727348,725.8802926035037,4.4645408097867065
1,2.5266314467916433,286.49391493484495,15.440882204969306,0.3088522557362169,0.002523976862148955,742.2808556032062,5.739659821809164
2,3.144973585093733,278.53667670227037,14.806048767136655,0.3221633922832607,0.0026142640902129997,701.9870811270305,7.806824649444734
3,3.7633157233958214,219.300152163925,11.772874211677149,0.3358115995451224,0.0027092418757192717,661.6869695163547,10.86702772412117
4,4.381657861697911,20.052164081599024,4.816423528564557,0.3493751512106365,0.0028163672890355717,499.9251687953602,23.673561524902606
5,5.0,156.25844349956049,11.355950555032909,0.36376640634288726,0.0029259548081343326,547.8533348317385,17.707881041148283
6,5.618342138302089,240.20201326273857,13.360252166068094,0.3791090263871234,0.003037654996402094,548.2000902372864,15.222843492509536
7,6.236684276604178,244.43265071437187,14.793962600116032,0.39460663158945575,0.0031630585676226913,539.3102172319058,19.41171289277868
8,6.855026414906267,267.92186675167943,14.57306666039536,0.40974624165538226,0.003303169202091872,530.6145088994324,18.524715073909473
9,7.473368553208357,338.3661503831436,15.258347415751826,0.42926022221415383,0.0034094078173711696,570.9738735920549,16.60369478317936
10,8.091710691510446,421.8319273812389,15.957409240446532,0.44858756522485566,0.0035343930134046388,603.1877611233929,12.78864766397412
