,concentration,T2_C_conc,T2_C_err_conc,T2_C_trueerr_conc
78,3.193939393939394,0.17743909351875106,0.007247806031785164,0.05346350182880948
79,3.2323232323232323,0.13018167248565696,0.007607455791202262,0.04151450780907779
80,3.2707070707070707,0.28263055056459513,0.003583395368293581,0.07719720441572592
81,3.309090909090909,0.26115922072523706,0.006078295346203304,0.07409969277489346
82,3.3474747474747475,0.22855382845824979,0.008399938497666728,0.06792895208652121
83,3.385858585858586,0.24572991144932127,0.009017081914506937,0.07301976931874256
84,3.4242424242424243,0.2895396665722924,0.00812340850536938,0.08353676238424747
85,3.4626262626262627,0.23065764260160262,0.007285048808369962,0.06736202075597471
86,3.501010101010101,0.22694570926813987,0.006407887884755024,0.06551805156955708
87,3.5393939393939395,0.1315605082948133,0.00635643890376632,0.04062262179323458
88,3.5777777777777775,0.11018507751930201,0.007488642625740854,0.0361873917177242
89,3.616161616161616,0.08021358423537273,0.005072615778262199,0.02596500501614577
90,3.6545454545454543,0.031244168862048345,0.0036022264771485,0.0117400667632109
91,3.6929292929292927,0.21474609099211425,0.008803429427786572,0.06473608675869691
92,3.731313131313131,0.0586189070218019,0.004590693894132617,0.019858544519098534
93,3.7696969696969695,0.16581676673358328,0.005124829976104849,0.048313380466505074
94,3.808080808080808,0.11349341862682825,0.0076157257305932485,0.03717616366005967
95,3.8464646464646464,0.20776108521715614,0.005889867722678127,0.0600032140120687
96,3.8848484848484848,0.18313379367385768,0.0054031820738398035,0.05310211656874364
97,3.923232323232323,0.18942905981361288,0.0038801912376162074,0.05321878754044902
98,3.9616161616161616,0.2347413992078176,0.004127142705440995,0.0652677678158251
99,4.0,0.10013305246250613,0.005434225124529011,0.03151482889714478
