,conc,T2_hahn,T2_err_hahn
0,10.0,0.9647730037993884,0.005793126964419359
1,44.13793103448276,0.8828031566518006,0.01615455043286313
2,78.27586206896552,0.9747279496484521,0.005354403658317197
3,112.41379310344828,0.8548744110291902,0.02694500932792419
4,146.55172413793105,0.6743732953956518,0.019251071642490535
5,180.68965517241378,0.5745204380752577,0.03295714834300165
6,214.82758620689657,0.9267119332017996,0.018431133883465855
7,248.96551724137936,0.9931823925583761,0.012402521834881127
8,283.1034482758621,0.9601716401908269,0.00829322776058359
9,317.2413793103449,0.22832534410952543,0.009092405043309614
10,351.3793103448276,0.8294654886487118,0.009261505607596636
11,385.5172413793104,0.1932551294414691,0.014101472312881643
12,419.65517241379314,0.8619521875734354,0.029645907449073857
13,453.79310344827593,0.37325676155400206,0.012465072153474003
14,487.9310344827587,0.0038494569267690363,0.0009783076597434167
15,522.0689655172414,-0.006862377128280803,0.00821445584005216
16,556.2068965517242,0.0655335327726109,0.00575768001375484
17,590.344827586207,0.048066134282877954,0.00474877500988556
18,624.4827586206897,0.603484151893697,0.010372191123834975
19,658.6206896551724,0.770619003758926,0.014733026737640674
20,692.7586206896552,0.002655721950078572,0.0010048080265298628
21,726.896551724138,0.5604251944610663,0.020297829357246167
22,761.0344827586208,0.9728792366912434,0.02668024285851022
23,795.1724137931035,0.3543808545288509,0.014593095813375746
24,829.3103448275863,-0.0029301428327398195,0.0006930736195544028
25,863.4482758620691,0.21526254859001098,0.0111033446027386
26,897.5862068965517,1.1602385070470396,0.03364008546038918
27,931.7241379310345,0.8614465375485894,0.021398433443460704
28,965.8620689655174,0.0028036758951271424,0.0011215522415631207
29,1000.0,0.3077231642195201,0.01189876984468454
